match_id,frame,timestamp_s,track_id,name,team,pitch_x,pitch_y,speed_ms,speed_kmh,acceleration,bbox_x1,bbox_y1,bbox_x2,bbox_y2
match_002,15,0.015,7,player,,28.827,6.21,3.547,12.769,-250.052,467,333,490,369
match_002,15,0.015,8,player,,29.493,24.461,12.726,45.814,169.637,418,372,444,415
match_002,15,0.015,10,player,,76.72,11.568,11.234,40.441,196.001,1161,333,1184,375
match_002,15,0.015,13,player,,54.755,7.151,12.069,43.448,-309.672,837,332,855,368
match_002,15,0.015,14,player,,28.161,22.711,11.776,42.394,-63.176,403,365,428,410
match_002,15,0.015,15,player,,60.325,12.009,11.002,39.608,232.835,921,340,944,378
match_002,15,0.015,16,player,,79.93,13.922,10.747,38.691,-8.763,1219,340,1240,380
match_002,15,0.015,17,player,,64.962,13.123,11.597,41.751,-256.682,990,340,1017,380
match_002,15,0.015,18,player,,39.395,17.469,10.75,38.699,148.801,598,357,626,394
match_002,15,0.015,20,player,,57.81,6.841,11.919,42.908,-8.41,876,323,902,367
match_002,15,0.015,22,player,,69.341,0.346,7.474,26.906,0.0,1028,314,1045,353
match_002,16,0.016,1,player,,55.896,30.166,15.073,54.263,376.825,873,385,899,429
match_002,16,0.016,2,player,,38.492,39.829,6.251,22.504,156.275,535,423,559,469
match_002,16,0.016,3,player,,46.522,11.706,11.7,42.119,10.33,716,340,738,379
match_002,16,0.016,4,player,,53.481,23.994,8.54,30.744,-1.573,828,369,849,410
match_002,16,0.016,5,player,,75.406,27.095,8.146,29.325,131.281,1205,369,1232,416
match_002,16,0.016,7,player,,28.88,5.736,11.914,42.89,209.175,469,332,491,368
match_002,16,0.016,8,player,,29.729,24.473,5.917,21.303,-170.214,423,373,448,415
match_002,16,0.016,10,player,,76.855,11.575,3.379,12.164,-196.365,1164,333,1185,375
match_002,16,0.016,13,player,,54.826,7.155,1.759,6.333,-257.74,838,333,856,368
match_002,16,0.016,14,player,,28.659,23.078,15.47,55.693,92.356,410,365,435,411
match_002,16,0.016,15,player,,60.348,12.445,10.911,39.28,-2.274,922,340,945,379
match_002,16,0.016,16,player,,80.062,13.929,3.304,11.896,-186.076,1221,340,1241,380
match_002,16,0.016,17,player,,65.095,13.13,3.328,11.981,-206.735,992,339,1018,380
match_002,16,0.016,18,player,,39.522,17.476,3.186,11.468,-189.106,600,357,628,394
match_002,16,0.016,20,player,,57.634,7.309,12.494,44.977,14.367,874,323,900,368
match_002,16,0.016,22,player,,69.714,0.367,9.341,33.627,46.676,1032,312,1050,353
match_002,16,0.016,11,player,,58.072,2.365,0.0,0.0,0.0,878,318,899,358
match_002,17,0.017,1,player,,55.896,30.166,0.0,0.0,-376.825,874,386,899,429
match_002,17,0.017,2,player,,38.541,39.831,1.233,4.44,-125.44,535,423,562,469
match_002,17,0.017,3,player,,46.601,12.142,11.099,39.955,-15.026,717,341,739,380
match_002,17,0.017,4,player,,53.541,23.997,1.489,5.362,-176.263,829,369,850,410
match_002,17,0.017,5,player,,75.371,27.416,8.088,29.117,-1.449,1206,370,1232,417
match_002,17,0.017,7,player,,28.951,5.74,1.781,6.412,-253.325,471,331,492,368
match_002,17,0.017,8,player,,30.036,24.818,11.538,41.536,140.51,428,373,451,416
